Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
550466,SUPERVISOR PAINTER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,51.44,51.44
513478,STAFF ANALYST,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",62470.0,80008.0
533022,PLUMBER'S HELPER,DEPARTMENT OF CORRECTION,Internal,Building Operations & Maintenance,258.65,258.65
535386,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",110000.0,140000.0
534362,CONSTRUCTION PROJECT MANAGER,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",67757.0,98128.0
539962,ADMINISTRATIVE ARCHITECT,DEPARTMENT OF CORRECTION,Internal,"Engineering, Architecture, & Planning",125000.0,140000.0
552308,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,"Engineering, Architecture, & Planning",74650.0,85847.0
524938,CLERICAL ASSOCIATE,ADMIN TRIALS AND HEARINGS,Internal,Constituent Services & Community Programs,19.9179,22.91
550205,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,80931.0,208826.0
528123,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,36390.0,41848.0
526019,ASSISTANT ELECTRICAL ENGINEER,FIRE DEPARTMENT,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
549940,ASSOCIATE REAL PROPERTY MANAGE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,54997.0,63247.0
536694,ADMINISTRATIVE JOB OPPORTUNITY,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,73029.0,107348.0
507605,COMPUTER SPECIALIST (SOFTWARE),POLICE DEPARTMENT,External,"Technology, Data & Innovation",85371.0,109990.0
466099,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
531316,ADMINISTRATIVE GRAPHIC ARTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Communications & Intergovernmental Affairs Health,58700.0,95000.0
548892,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,58695.0,86830.0
551582,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,74650.0,85847.0
539674,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
538214,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,54100.0,83981.0
541203,ADM MANAGER-NON-MGRL FRM M1/M2,TEACHERS RETIREMENT SYSTEM,External,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis",60718.0,80000.0
523511,ADMINISTRATIVE DIRECTOR OF RES,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,58700.0,84000.0
543428,FORENSIC MORTUARY TECHNICIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,43074.0,49535.0
546545,STRATEGIC INITIATIVE SPECIALIS,DEPT OF CITYWIDE ADMIN SVCS,External,"Policy, Research & Analysis",150000.0,165000.0
544507,ADMINISTRATIVE STAFF ANALYST (,CONSUMER AND WORKER PROTECTION,Internal,"Policy, Research & Analysis",102292.0,122000.0
546694,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",36812.0,84395.0
536176,CITY MEDICAL DIRECTOR,ADMIN FOR CHILDREN'S SVCS,External,Social Services,100.0,122.9456
530755,ASSOCIATE HUMAN RIGHTS SPECIAL,HUMAN RIGHTS COMMISSION,External,Constituent Services & Community Programs,58449.0,67216.0
552354,CHIEF OF STAFF (FINANCE),DEPARTMENT OF FINANCE,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",150000.0,185000.0
545730,CONSTRUCTION PROJECT MANAGER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning Health Building Operations & Maintenance",85000.0,98128.0
549691,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,36.95,36.95
532623,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",64140.0,70554.0
534718,ENGINEERING TECHNICIAN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",42114.0,59724.0
547203,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",67757.0,77921.0
551435,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF BUILDINGS,External,Administration & Human Resources,47418.0,54531.0
484702,CONTRACT SPECIALIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Finance, Accounting, & Procurement Health",41525.0,70200.0
526006,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,45722.0,52580.0
522159,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,15.5,19.9
450708,ASSOCIATE LABORATORY MICROBIOL,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,71686.0,89640.0
527985,COMMUNITY ASSOCIATE,CULTURAL AFFAIRS,External,Constituent Services & Community Programs,20.9814,27.3672
550584,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,54100.0,62215.0
510259,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,External,Legal Affairs,95000.0,95000.0
540861,ASSISTANT MECHANICAL ENGINEER,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",57078.0,65640.0
542299,ASSOCIATE YOUTH DEVELOPMENT SP,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,73722.0,83201.0
527825,CARETAKER (HA),NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,31836.0,46278.0
534244,ADM PROC ANAL-NM FRM M1-3,FIRE DEPARTMENT,External,"Finance, Accounting, & Procurement",35.7044,83.0925
527986,IT SECURITY SPECIALIST,OFFICE OF THE COMPTROLLER,External,"Technology, Data & Innovation",75000.0,90000.0
542836,AGENCY ATTORNEY INTERNE,ADMIN TRIALS AND HEARINGS,External,Legal Affairs,62397.0,71757.0
535818,PRINCIPAL ADMINISTRATIVE ASSOC,ADMIN FOR CHILDREN'S SVCS,External,"Finance, Accounting, & Procurement Social Services",53057.0,61015.0
501613,LOCKSMITH,ADMIN FOR CHILDREN'S SVCS,Internal,Building Operations & Maintenance Social Services,31.87,31.87
533008,COLLEGE AIDE (ALL CITY DEPTS),NYC HOUSING AUTHORITY,Internal,Administration & Human Resources,15.5,19.9
551180,CUSTOMER INFORMATION REP,NYC EMPLOYEES RETIREMENT SYS,Internal,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",41389.0,47597.0
525859,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,External,Communications & Intergovernmental Affairs,57500.0,69500.0
512667,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
538084,WORKER'S COMPENSATION BENEFITS,FIRE DEPARTMENT,External,Health,41389.0,47597.0
546752,BUDGET ANALYST (OMB)-MANAGERIA,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",72038.0,192152.0
541625,COMMUNITY ASSISTANT,DEPT. OF HOMELESS SERVICES,Internal,Administration & Human Resources Social Services,32520.0,42191.0
550666,CARETAKER (HA),NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,31836.0,46278.0
541794,COMMUNITY ASSOCIATE,DEPARTMENT OF PROBATION,Internal,Constituent Services & Community Programs,38333.0,63794.0
545587,SENIOR STATIONARY ENGINEER (EL,DEPT OF ENVIRONMENT PROTECTION,External,Building Operations & Maintenance,618.24,618.24
465898,IT INFRASTRUCTURE ENGINEER,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",75000.0,120000.0
550366,ANALYST CFB AL 2&3 ONLY,CAMPAIGN FINANCE BOARD,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",80000.0,100000.0
530610,ADMINISTRATIVE SUPERVISOR OF B,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90000.0,100000.0
550803,CONSTRUCTION PROJECT MANAGER,HOUSING PRESERVATION & DVLPMNT,External,Building Operations & Maintenance,57078.0,65640.0
551465,COMMUNITY COORDINATOR,DEPARTMENT OF BUILDINGS,Internal,Constituent Services & Community Programs,54100.0,62215.0
538925,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Health Public Safety, Inspections, & Enforcement",90114.0,122168.0
540078,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,External,"Technology, Data & Innovation Policy, Research & Analysis Social Services",81951.0,94244.0
532101,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
534423,AGENCY ATTORNEY,POLICE DEPARTMENT,Internal,Legal Affairs,71423.0,107032.0
549691,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,36.95,36.95
510472,CHILD AND FAMILY SPECIALIST,ADMIN FOR CHILDREN'S SVCS,External,Social Services,73027.0,87622.0
541112,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
533846,COMPUTER SYSTEMS MANAGER,DEPARTMENT OF CITY PLANNING,External,"Technology, Data & Innovation",145000.0,160000.0
549860,COMPUTER SPECIALIST (SOFTWARE),HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",85371.0,98177.0
485033,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,"Policy, Research & Analysis Social Services",54100.0,62215.0
544202,RESEARCH AND LIAISON COORDINAT,OFFICE OF THE COMPTROLLER,Internal,"Policy, Research & Analysis",90000.0,100000.0
520171,SECRETARY TO THE HUMAN RESOURC,HRA/DEPT OF SOCIAL SERVICES,External,Communications & Intergovernmental Affairs,90000.0,100000.0
552391,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",80000.0,95000.0
552256,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",54100.0,83981.0
552256,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",54100.0,83981.0
509596,PUBLIC HEALTH NURSE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,84252.0,84252.0
545694,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",100000.0,145000.0
513205,SOCIAL WORKER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health Social Services,51079.0,58741.0
550865,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,36.95,36.95
536549,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,Internal,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",74650.0,109409.0
545610,COLLEGE AIDE (ALL CITY DEPTS),ADMIN TRIALS AND HEARINGS,External,Legal Affairs,15.5,17.3
542038,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,63228.0,96526.0
533764,CITY RESEARCH SCIENTIST,DEPARTMENT OF CORRECTION,Internal,"Policy, Research & Analysis",94283.0,108426.0
552548,CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",80557.0,111917.0
524854,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,Legal Affairs,63228.0,72712.0
532504,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,29.6114,34.0531
529266,COMPUTER ASSOC (TECH SUPP),HRA/DEPT OF SOCIAL SERVICES,Internal,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis Social Services",61594.0,70833.0
546821,ADMINISTRATIVE STAFF ANALYST (,NYC DEPT OF VETERANS' SERVICES,External,"Finance, Accounting, & Procurement",88936.0,104463.0
551635,ASSOCIATE LABORATORY MICROBIOL,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,63962.0,89003.0
551464,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources Constituent Services & Community Programs,53057.0,70000.0
530624,COMMUNITY ASSOCIATE,MANHATTAN COMMUNITY BOARD #9,External,Constituent Services & Community Programs,42500.0,42500.0
523899,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,54100.0,83981.0
396829,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,72476.0,83347.0
534387,CONSULTANT (EARLY CHILDHOOD ED,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,71379.0,82086.0
550864,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,36.95,36.95
552604,STAFF ANALYST,LAW DEPARTMENT,External,Legal Affairs,29.4455,33.8621
427420,CUSTODIAN,LAW DEPARTMENT,External,Building Operations & Maintenance,35314.0,39905.0
550608,ASSOCIATE CHEMIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",78128.0,118657.0
542299,ASSOCIATE YOUTH DEVELOPMENT SP,ADMIN FOR CHILDREN'S SVCS,External,Social Services,73722.0,83201.0
541590,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
526537,SPECIAL OFFICER,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",35888.0,40554.0
507871,COMMUNITY ASSOCIATE,DEPT OF ENVIRONMENT PROTECTION,Internal,Administration & Human Resources,38333.0,63794.0
549876,COMPUTER SYSTEMS MANAGER,HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",110000.0,120000.0
551451,COMMUNITY COORDINATOR,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources Communications & Intergovernmental Affairs,54100.0,70000.0
527779,MAINTENANCE WORKER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,29.98,31.16
533448,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,External,"Legal Affairs Policy, Research & Analysis",63228.0,96526.0
539619,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
546296,COMMUNITY ASSOCIATE,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Social Services,38333.0,44083.0
463528,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,58700.0,115000.0
524202,SENIOR FIELD SUPERVISOR (SUMME,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,15.45,17.65
505314,CITY PLANNER,DEPARTMENT OF TRANSPORTATION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning",65208.0,95993.0
530606,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
443207,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",74650.0,109409.0
543736,ASSOCIATE STAFF ANALYST,LAW DEPARTMENT,Internal,"Finance, Accounting, & Procurement",70611.0,81203.0
550792,COMMUNITY ASSISTANT,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",37398.0,37398.0
534020,STATISTICIAN,ADMIN TRIALS AND HEARINGS,Internal,"Finance, Accounting, & Procurement",50291.0,57835.0
531892,COMMUNITY ASSISTANT,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs Social Services,32520.0,42191.0
551941,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,External,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
539188,CRIMINALIST,POLICE DEPARTMENT,External,"Policy, Research & Analysis",51862.0,65360.0
551591,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,82137.0,82137.0
483469,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,36390.0,41848.0
552343,CITY PLANNER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",70000.0,77000.0
552343,CITY PLANNER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",70000.0,77000.0
538044,PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Policy, Research & Analysis",57078.0,77673.0
523511,ADMINISTRATIVE DIRECTOR OF RES,ADMIN FOR CHILDREN'S SVCS,External,Social Services,58700.0,84000.0
551568,CONSTRUCTION PROJECT MANAGER,HOUSING PRESERVATION & DVLPMNT,Internal,"Engineering, Architecture, & Planning",95000.0,105000.0
531114,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,153666.0
550930,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,"Constituent Services & Community Programs Engineering, Architecture, & Planning",54100.0,83981.0
535672,COMMUNITY ASSOCIATE,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,38333.0,63794.0
533318,ASSOCIATE JOB OPPORTUNITY SPEC,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,67000.0,77050.0
527726,CITY RESEARCH SCIENTIST,ADMIN FOR CHILDREN'S SVCS,External,"Policy, Research & Analysis Social Services",84468.0,97138.0
263674,COMPUTER SPECIALIST (SOFTWARE),NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",79471.0,102388.0
534767,AGENCY ATTORNEY INTERNE,TAXI & LIMOUSINE COMMISSION,Internal,Legal Affairs,62397.0,75760.0
471796,INVESTIGATOR (EMPLOYEE DISCIPL,DEPARTMENT OF TRANSPORTATION,External,Administration & Human Resources,42304.0,64693.0
548933,INSPECTOR (BOILERS),DEPARTMENT OF BUILDINGS,External,"Public Safety, Inspections, & Enforcement",53563.0,61800.0
546033,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,120000.0
526438,DECEDENT PROPERTY AGENT,PUBLIC ADMINISTRATOR-NEW YORK,External,"Public Safety, Inspections, & Enforcement",41483.0,63794.0
539351,ACCOUNTANT,NYC HOUSING AUTHORITY,External,"Finance, Accounting, & Procurement",56013.0,89610.0
541416,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,External,Social Services,54100.0,83981.0
535760,ENGINEERING TECHNICIAN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",42114.0,48431.0
550318,CONSTRUCTION PROJECT MANAGER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",110000.0,110000.0
550318,CONSTRUCTION PROJECT MANAGER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",110000.0,110000.0
540078,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Policy, Research & Analysis Social Services",81951.0,94244.0
534062,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,Internal,Constituent Services & Community Programs Communications & Intergovernmental Affairs,95000.0,110000.0
508720,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,External,Social Services,54100.0,62215.0
527829,HOUSING EXTERMINATOR (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,33558.0,54820.0
536302,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",74650.0,85847.0
546335,CLERICAL ASSOCIATE,LAW DEPARTMENT,External,Communications & Intergovernmental Affairs,36390.0,41848.0
152738,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Clerical & Administrative Support,30683.0,49707.0
547635,SENIOR IT ARCHITECT,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,145000.0
541241,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,External,"Public Safety, Inspections, & Enforcement",45722.0,52580.0
525296,CONSTRUCTION PROJECT MANAGER,NYC HOUSING AUTHORITY,Internal,"Public Safety, Inspections, & Enforcement",72063.0,122168.0
550902,COMMUNITY COORDINATOR,CONSUMER AND WORKER PROTECTION,Internal,Communications & Intergovernmental Affairs,54100.0,62215.0
545955,LANDMARKS PRESERVATIONIST,LANDMARKS PRESERVATION COMM,Internal,"Engineering, Architecture, & Planning",64297.0,64297.0
